premise,hypothesis,label
"Tiến sĩ, bác sĩ Phạm Văn Bình, Phó Giám đốc Bệnh viện K, cho biết, tất cả người bệnh, người nhà người bệnh, cán bộ y tế, người lao động đều được đi bầu cử và mặc trang phục bảo hộ, đeo khẩu trang, kính chắn giọt bắn và đứng giãn cách 3 mét.",Tất cả người bệnh đều chấp hành 100% quy định của bệnh viện.,1
"Melinda thuê luật sư tín thác bất động sản trong vụ ly hôn, động thái cho thấy bà có thể điều chỉnh khoản thừa kế của các con.",Mỗi khi xảy ra li hôn thì luật su tín thác bất động sản luôn được thuê để phân chia khoản thừa kế.,1
"Kỳ thi tốt nghiệp trung học phổ thông năm 2021 có 5 bài thi, trong đó 3 bài độc lập là Toán, Ngữ văn, Ngoại ngữ và 2 bài thi tổ hợp là Khoa học tự nhiên (Vật lý, Hóa học, Sinh học) và Khoa học xã hội (Lịch sử, Địa lý, Giáo dục công dân).",Cần làm 5 bài thi để tốt nghiệp THPT năm 2021.,1
Thương hiệu xe hơi Hàn Quốc công bố hình ảnh về bản nâng cấp của dòng sedan cao cấp nhất Kia.,Mẫu cao cấp nhất của phân khúc saloon vừa được hãng Kia tung ra phiên bản nâng cấp.,0
Thiết bị lặn điều khiển từ xa tìm thấy phần còn lại của một sinh vật biển khổng lồ chưa được xác định trong chuyến thám hiểm Địa Trung Hải.,Thiết bị lặn điều khiển từ xa chính là 1 con robot được điều khiển bởi con người.,0
"Người đàn ông 47 tuổi, ở xã Nghi Lâm, huyện Nghi Lộc kể, chiều 17/4 anh nhận được tin báo của gia đình biết hai cô con gái sinh đôi bị tai nạn giao thông nghiêm trọng, một cháu đã tử vong, cháu kia bị chấn thương nặng.",Người đàn ông đã ở cùng hai con gái sinh đôi lúc diễn ra tai nạn.,2
"Ba nghi phạm gồm Vũ Văn Quân (19 tuổi, trú quận Kiến An), Tạ Đức Hải (18 tuổi, trú quận Hồng Bàng) và Nguyễn Trung Hiếu (18 tuổi, trú huyện Tiên Lãng).","Nghi phạm Nguyễn Trung Hiếu 19 tuổi, trú quận Tiên Lãng.",2
"Hồi tháng 1/2019, Trung Quốc trở thành quốc gia đầu tiên hạ cánh một tàu thăm dò lên phần tối của Mặt Trăng.","Tháng Giêng năm 2019, Trung Quốc đưa tàu ghé thăm phần không được chiếu sáng của Mặt Trăng.",0
Elon Musk đã lập tức bác bỏ ý kiến của Portnoy.,Elon Musk thấy vui khi ý kiến của Portnoy bị mình bác bỏ.,1
"Chức vô địch mùa 2020-2021 là danh hiệu Ngoại hạng Anh thứ ba của Guardiola, tương tự Arsene Wenger (Arsenal) và Jose Mourinho (Chelsea).",Jose Mourinho thuộc câu lạc bộ Chelsea.,0
Tiền đạo PSG Neymar ngưỡng mộ và muốn được đứng chung hàng ngũ với Cristiano Ronaldo.,Tiền đạo PSG Neymar luôn là đối thủ trực tiếp với Ronaldo trong mọi trận đấu.,2
"Phản ứng hạt nhân đang xuất hiện trở lại ở tầng hầm không thể ra vào của nhà máy điện hạt nhân Chernobyl tại Ukraine, theo các báo cáo mới.",Giới chức trách đã có báo cáo mới rằng nhà máy điện hạt nhân Chernobyl sẽ được đóng cửa trong nay mai do phản ứng hạt nhân đang xuất hiện trở lại.,1
"Theo nhóm nghiên cứu, điều đặc biệt thú vị là con sói có số hiệu V089 biết săn bắt cá.",Cả đám người chỉ nghiên cứu về con sói V089.,1
"IRP là chương trình mở rộng địa điểm sửa chữa cho các sản phẩm của hãng, như iPhone, máy tính Mac.","IPhone, máy tính Mac được mở rộng địa điểm sửa chữa.",0
"Shiba Inu là tiền số ""ăn theo"" Dogecoin, có biệt danh ""Dogecoin Killer"" và cũng dùng hình ảnh chó Shiba làm biểu tượng.","Shiba Inu là tiền số ""ăn theo"" không được công nhận ngoài thị trường.",2
"Tập đoàn giải trí Endeavor thông báo đã thuyết phục được Elon Musk về đầu quân, tăng số công ty ông tham gia điều hành lên 5.",Trước khi về đầu quân cho tập đoàn giải trí Endeavor thì số công ty Elon Musk tham gia điều hành là 5.,2
"Tuy nhiên, theo chị Nguyễn Thị Hoa - Chủ tịch Hội đồng quản trị công ty IMAP Việt Nam, cần nhìn vào tính định hướng và tính ứng dụng của kiến thức TOEIC.","Theo chị Nguyễn Thị Hoa - Chủ tịch Hội đồng quản trị công ty IMAP Việt Nam, kiến thức của TOEIC có thể áp dụng cho mọi lĩnh vực.",2
Ca sĩ 19 tuổi Billie Eilish trở thành người trẻ nhất chủ trì đêm tiệc thời trang Met Gala 2021.,Đêm tiệc thời trang Met Gala có truyền thống sẽ được chủ trì bởi một ca sĩ trẻ người Mỹ tên Billie Eilish.,1
"Công an tỉnh, các huyện, thành phố cử người giám sát, đảm bảo an ninh.","Các đơn vị cử người đến giám sát, đảm bảo an ninh ở các tỉnh, thành phố và huyện.",1
"- Người đến quán bánh canh cá lóc O Thanh, hai chi nhánh 287/5 Nguyễn Đình Chiểu và 289 Nguyễn Đình Chiểu, phường 5, quận 3, từ ngày 12/5 đến sáng 20/5.",- Tiệm bánh canh ở Nguyễn Đình Chiểu sẽ tạm thời ngừng hoạt động vì lý do có người bệnh.,1
Pháp trước đó cũng cung cấp cho MRC hai khoản hỗ trợ với tổng trị giá 4 triệu euro để triển khai dự án mạng lưới giám sát khí tượng thủy văn trong giai đoạn 2007-2022.,Pháp cung cấp hỗ trợ cho MRC là một điều gì đó chưa từng xuất hiện trước đây.,2
"Ban tổ chức đã sơ loại và chọn ra 50 hồ sơ tiêu biểu vào vòng Bình chọn, diễn ra từ 26/4 đến 15/5.","Gần cuối tháng 4 đến gần giữa tháng 5, đã chọn ra 50 hồ sơ sẽ tổ chức vòng trong sau vòng sơ loại.",0
"Nhiều tháng qua, để đảm bảo có được những mẫu thiết kế ưng ý, cô giám sát từng khâu nhỏ, theo dõi các công đoạn may, nhuộm màu, xử lý vải.",Mọi công đoạn đều do một mình cô giám sát và theo dõi.,1
"Ông cho biết thêm, để được áp dụng khuyến mãi, du khách cần đăng ký đúng đơn vị tham gia chương trình kích cầu theo danh sách hiệp hội công bố.","Để được áp dụng khuyến mãi, du khách cần cung cấp các thông tin cơ bản đúng đơn vị tham gia chương trình kích cầu theo danh sách hiệp hội công bố.",0
"Ông Nguyễn Tài Hải, Chủ tịch UBND xã Quang Châu, cho biết trong hai ngày 24 - 25/5, địa phương đã đưa 1.307 công nhân Công ty Hosiden đang trọ ở thôn Núi Hiểu đến các khu cách ly tập trung của huyện Việt Yên.",Xã Quang Châu đã đưa hơn 1.300 công nhân Công ty Hosiden trú tại thôn Núi Hiểu đến các khu cách ly tập trung của huyện.,0
"Người dân thuộc bốn xã có dự án đi qua gồm Đông Các, Đông Hợp, Đông La và Đông Sơn, huyện Đông Hưng, được miễn phí vé nếu xe không kinh doanh vận tải.",Huyện Đông Hưng do có chủ tịch tại đây nên được miễn phí.,1
Căn biệt thự được mô tả có 5 phòng ngủ với thang máy riêng và khu vườn rộng 650 m2 đã phá kỷ lục về giá cho thuê tại Hong Kong thiết lập hai tháng trước.,Căn biệt thự sở hữu 1 khu vườn với diện tích 650 km2 và 5 phòng ngủ với mỗi phòng có thang máy riêng.,2
"Hệ thống camera mặt sau cũng được thiết kế lại, giảm độ cao của gờ camera phía sau, nhưng sẽ không thể loại bỏ hoàn toàn.",Sự chênh lệch giữa gờ camera và lớp vỏ sẽ ảnh hưởng đến hệ thống camera mặt sau.,1
Man City đánh bại PSG với tổng tỷ số 4-1 để lần đầu vào chung kết Champions League.,PSG đã chiến thắng Man City với tỉ số 4-1.,2
"Tuy nhiên, Neymar có thể sát cánh cùng Ronaldo ở mùa tới, khi chân sút Bồ Đào Nha đang chịu sức ép khổng lồ tại Juventus.",Chính những đồng đội của Ronaldo vẫn luôn lo lắng cho chân sút Bồ Đào Nha khi anh đang chịu quá nhiều áp lực tại Juventus.,1
"Trong một hồ sơ gửi lên Ủy ban Chứng khoán và Giao dịch Mỹ (SEC) hôm 15/3, Elon Musk có chức danh mới là ""Technoking of Tesla"" (Vua công nghệ của Tesla), còn Giám đốc Tài chính Zach Kirkhorn sẽ là ""Master of Coin"" (Bậc thầy tiền ảo).",Trong hồ sơ gửi lên SEC vào ngày giữa tháng 3 có hai chức danh mới cho Elon Musk và Giám đốc tài chính Zach Kirkhorm.,0
"Cho hình bình hành ABCD, điểm E là trung điểm cạnh AB như hình dưới đây.",E là điểm nằm chính giữa hình bình hành ABCD.,2
"Chúng tôi định đi 5 ngày 4 đêm, đến tham quan Đà Nẵng là chính, sau đó dự kiến đi chơi thêm các địa điểm xung quanh.",Chúng tôi dự định sẽ đi du lịch Đà Nẵng tổng cộng là 9 ngày đêm.,2
"Cũng theo AppsFlyer, người dùng iPhone sử dụng các ứng dụng phổ biến và có mức độ quan tâm cao có tỷ lệ chấp nhận quảng cáo nhiều hơn, khoảng 40%.",Các ứng dụng có độ phổ biến thấp có tỷ lệ chấp nhận quảng cáo nhiều hơn.,2
"Ngày 19/5, ông Trần Trí Quang, Phó chủ tịch UBND Đồng Tháp, cho biết trong 5 năm tới, tỉnh sẽ phối hợp với Bộ Giao thông Vận tải hoàn thành hai tuyến cao tốc qua địa bàn tỉnh.","Sắp tới, Đồng Tháp sẽ có sự nâng cao về hạ tầng giao thông vận tải.",0
"""Làm sao tôi có thể kết hôn với một người không có trình độ học vấn cơ bản chứ?",Sau khi hủy kết hôn với người không có trình độ học vấn thì cô gái cưới chồng khác.,1
ILA là một trong những tổ chức tiên phong trong việc tạo ra nền tảng giáo dục giúp học sinh sẵn sàng cho tương lai.,ILA rất hữu ích cho học sinh trong tương lai.,0
Thương hiệu xe hơi Hàn Quốc công bố hình ảnh về bản nâng cấp của dòng sedan cao cấp nhất Kia.,Bản nâng cấp của dòng sedan cao cấp nhất có tên là Kia.,2
"Ông sinh năm 1957, hoạt động nghệ thuật hơn 40 năm.",Con đường làm nghề của ông gặp nhiều khó khăn nhưng ông vẫn theo đuổi.,1
"Cảnh sát tạo tình huống tắc đường đón lõng nghi phạm Nguyễn Ngọc Nam vận chuyển ma túy, chiều 27/4.",Cảnh sát may mắn khi bắt được Nguyễn Ngọc Nam.,2
"Ter Stegen liền phản ứng mạnh: ""Này, Luis.",Luis phản ứng mạnh với Stegen.,2
"Pháp cấp khoản hỗ trợ 1,5 triệu euro (1,8 triệu USD) để cải thiện, mở rộng mạng lưới giám sát môi trường của Ủy hội sông Mekong.",Pháp đã hỗ trợ một khoảng tiền khá lớn để phát triển mạng lưới giám sát của sông Mekong,0
"Theo cáo trạng, 1h05' ngày 26/7/2020, Hoa bị bắt trên đoạn đường Phạm Ngọc Thạch, quận Đống Đa khi đang đi taxi với 2 bánh heroin trong túi xách, một bánh heroin giấu trong áo ngực và 200 viên ma tuý tổng hợp metaphetamine.","Tại hiện trường, tịch thu được nhiều loại ma túy khác nhau khi Hoa đang vận chuyển cho khác hàng.",1
"Nhiều tháng qua, để đảm bảo có được những mẫu thiết kế ưng ý, cô giám sát từng khâu nhỏ, theo dõi các công đoạn may, nhuộm màu, xử lý vải.",Mọi công đoạn đều được làm thủ công do các thợ được lựa chọn và giám sát bởi cô.,1
"Với vai trò Phó bí thư Đảng ủy (nhiệm kỳ 2015-2020), ông Hùng bị cho đã buông lỏng lãnh đạo, chỉ đạo, kiểm tra, giám sát, quản lý đảng viên, dẫn đến nhiều đảng viên sai phạm nghiêm trọng phải xử lý kỷ luật.","Ông Hùng đã buông lỏng lãnh đạo, chỉ đạo, kiểm tra, giám sát, quản lý đảng viên do ăn hối lộ.",1
"Với 327 dự án sẽ phát triển, trong đó, nhà ở thương mại, khu đô thị, khu dân cư là 202 dự án, tập trung nhiều nhất ở TP Quy Nhơn (49 dự án), thị xã Hoài Nhơn (40 dự án), huyện Phù Cát (27 dự án).",TP Quy Nhơn là trọng tâm phát triển các dự án nhà ở.,0
"Trong số 50 hồ sơ vào vòng Bình chọn, chỉ có hai ứng viên nữ là Trần Thị Hồng Vân và Võ Hồng Phương.",Trần Thị Hồng Vân và Võ Hồng Phương là hai ứng viên được vào vòng trong trong rất nhiều hồ sơ.,0
"""Tencent Zhang Jun"" đang là một trong những từ khoá được tìm kiếm nhiều nhất trên Weibo với hơn 140 triệu lượt đọc và 11 nghìn lượt bình luận.","Với hơn 140 triệu lượt đọc và 11 nghìn lượt bình luận, ""Tencent Zhang Jun"" được nhiều bạn trẻ săn đón trên Weibo.",1
"""Tôi không thể nói được lúc đó mình cảm thấy thế nào"", Watson nói.",Ông Watson đã suy nghĩ rất nhiều nhưng không biết rõ cảm xúc của ông ấy như thế nào.,1
"Chuyến bay lần này là nhiệm vụ thứ ba trong chương trình ""Five to 50"" của OneWeb, nhằm cung cấp dịch vụ mạng cho khách hàng ở vĩ tuyến 50 phía bắc - bao gồm Vương quốc Anh, Alaska, Bắc Âu, Greenland, Iceland, biển Bắc Cực và Canada - vào tháng 6/2021.","Hành trình để hoàn thiện được 2 chặng đường trước đó là nhờ sự giúp đở từ các nước ở vĩ tuyến 50 phía bắc - bao gồm Vương quốc Anh, Alaska, Bắc Âu, Greenland, Iceland, biển Bắc Cực và Canada.",2
"Ông Bùi Trung Kiên, Phó tổng giám đốc EVNHCMC cho biết, khách hàng chỉ cần thực hiện một thủ tục đăng ký cung cấp điện.",Khách hàng khá mất thời gian khi cần thực hiện một thủ tục đăng kí cung cấp điện.,1
Bình quân mỗi ngày công ty thu khoảng 425 tỷ đồng từ hệ thống bán lẻ xăng dầu khắp cả nước.,Trung bình mỗi tháng công ty thu được 12.750 tỷ đồng.,0
"""Người tình"" - phim 18+ của đạo diễn Lưu Huỳnh do Minh Tú đóng chính - ra mắt vào tháng 8, sau ba năm hoãn.","Sulfur là đạo diễn phim ""Người tình"".",2
"Sau khi vượt qua xe gắn camera hành trình, tài xế chiếc xe đầu kéo màu vàng dường như muốn lấy lái sang trái để nhập làn sát dải phân cách.","Tài xế chiếc xe đầu kéo muốn chuyển làn, nhưng trước hết cần phải qua mặt chiếc xe có gắn camera hành trình.",0
"Theo tài liệu của tòa án, chủ tiệm băng cho thuê ""Sabrina, Cô phù thủy nhỏ"" đã đóng cửa từ năm 2008.","Vì cho thuê được mỗi ""Sabrina, Cô phù thủy nhỏ"" nên chủ tiệm đã đóng cửa từ năm 2008.",1
Hầu hết taxi bay đều có cánh quạt gắn bên ngoài để tạo lực đẩy.,Hầu hết taxi bay tận dụng lực đẩy từ dòng chuyển động của không khí.,0
"Sau chuỗi 14 trận bất bại ở Ngoại hạng Anh, Man Utd thua liền hai trận trên sân Old Trafford gặp Leicester và Liverpool.",Chuỗi thất bại kinh hoàn của Man Utd đã lên tới hơn 14 trận tại giải Ngoại hạng Anh.,2
"Ở trung tâm căn hộ, các kiến trúc sư bố trí một khối hộp bằng gỗ thông ép kích thước 3 x 3 m, cao 2,2 m. Khối hộp trông như một tác phẩm điêu khắc song mang nhiều chức năng.",Khối hộp được bố trí trung tâm căn hộ như chỗ để đồ dùng mang tính nghệ thuật,1
"""Thật mỉa mai khi một công ty muốn khai thác kim loại từ đáy biển lại đánh rơi cỗ máy ở đó.","""Tìm kim loại nhưng lại để mất kim loại của mình.",0
"Trong 50 hồ sơ đạt tiêu chuẩn này, Ban giám khảo sẽ tiếp tục lựa chọn để tìm ra 20 hồ sơ vào vòng phỏng vấn.","Trong số hồ sơ đạt tiêu chuẩn này, sẽ tiếp tục lựa chọn để tìm ra hồ sơ vào vòng phỏng vấn.",0
Bộ trưởng Y tế Anh Matt Hancock cho rằng các loại vaccine Covid-19 hiện có đủ khả năng bảo vệ người dùng khỏi biến thể nCoV từ Ấn Độ.,Bộ trưởng Y tế Anh phản đối sử dụng các loại vaccine Covid-19 khi đối phó với biến thể Ấn Độ.,2
"Hongqi (Hồng Kỳ), hãng xe sang thuộc FAW (Trung Quốc) ra mắt mẫu limousine L-Concept tại triển lãm Thượng Hải 2021.",Hãng Hồng Kỳ chính là hãng chuyên sản xuất ra các loại xe thuộc tầng lớp quý tộc.,0
Diễn viên Hồ Bích Trâm tổ chức đám cưới với bạn trai hơn bảy tuổi tại quê nhà Quảng Ngãi vào ngày 5/5.,Diễn viên Hồ Bích Trâm đang ở độ tuổi lấy được chồng hợp pháp.,0
"Dự án đầu tư tuyến tránh thị trấn Đông Hưng do Công ty TNHH MTV TASCO 6 đầu tư, được Chính phủ phê duyệt bổ sung vào dự án BOT quốc lộ 10 qua Thái Bình từ năm 2015.",Dự án đầu tư tuyến tránh thị trấn Đông Hưng được chính phủ Mỹ phê duyệt vào năm 2015.,2
Chia sẻ của Zhang Jun lập tức vấp phải làn sóng phản đối mạnh mẽ của người dùng mạng xã hội Trung Quốc.,"Zhang Jun đã chia sẻ với những điều khiến cộng đồng mạng xã hội Trung Quốc ""tẩy chay"".",0
"Mẫu máy bay J-2000 trang bị hệ thống đẩy đặc biệt giúp tiết kiệm nhiên liệu, giảm trọng lượng và hoạt động êm ái hơn.",Mẫu máy bay J-2000 trang bị hệ thống giảm trọng lượng.,2
"Thiết kế xẻ đến bụng, giúp người đẹp khoe vòng một.","Có nhiều chi tiết nhỏ như màu sắc, chất liệu,... tạo nên điểm đặc biệt cho chiếc váy làm tôn lên vòng một.",1
"Tuy nhiên, do Covid-19 lan rộng với 729 ca trong cộng đồng tính từ ngày 27/4 đến nay, các tỉnh, thành đã đẩy nhanh tiến độ kiểm tra học II, sớm hoàn thành năm học để cho học sinh nghỉ hè.","Tính từ ngày 27/4, có nhiều hơn 729 ca lây nhiễm Covid-19.",1
"""Thật vui khi được đối đầu với Ronaldo.",Ai đối đầu với Ronaldo cũng rất vui.,1
Số lượng đơn đặt hàng tăng cao trong thời kỳ đại dịch đã giúp Amazon hoạt động hiệu quả hơn.,"Amazon có doanh thu, đơn đặt hàng cao nhất kể từ khi thành lập nhờ vào đại dịch.",1
"Ghềnh Tuấn Hưng, 19 tuổi, quản lý quán karaoke Bom Bom, và đồng phạm dụ dỗ nhiều cô gái đến làm tiếp viên karaoke rồi ép họ nộp tiền.","Ghềnh Tuấn Hưng, quản lý quán karaoke Bom Bom, và đồng phạm dụ dỗ nhiều cô gái 19 tuổi đến làm tiếp viên karaoke rồi ép họ nộp tiền.",1
"Một bé gái, hai bé trai 6-7 tuổi là họ hàng ở huyện Hoài Ân, trong lúc chơi đùa bị trượt chân xuống con suối cạnh nhà, tử vong.",Cơ quan chức năng huyện Hoài Ân có nhiều phương pháp đảm bảo an toàn tuyệt đối cho người dân ở khu vực sông suối.,1
Tàu vũ trụ Thiên Vấn 1 của Trung Quốc đã quay quanh sao Hỏa từ tháng hai và gửi một phương tiện hạ cánh mang theo tàu thăm dò lên bề mặt hành tinh này hôm nay.,Trung quốc thành công gửi tàu thăm dò lên bề mặt sao Hỏa.,1
"Ban chỉ đạo phòng chống Covid-19 tỉnh Quảng Nam cho biết tính từ 29/4 đến nay đã lấy 3.549 mẫu xét nghiệm, trong đó 3 mẫu dương tính nCoV là bệnh nhân 2997, 3230, 3276 lây nhiễm trong cộng đồng.",3 mẫu xét nghiệm lây nhiễm trong cộng đồng ngày 29/4 đến từ Đồng Tháp.,2
"Trong bối cảnh quỹ đất trung tâm hạn chế, The Sun Tower dự kiến được thị trường chào đón tích cực, đặc biệt với ưu thế kết nối trực tiếp với tuyến metro qua ga Ba Son nằm liền kề với dự án.",The Sun Tower dự kiến được thị trường chào đón tích cực và lọt top những toà nhà rộng nhất TP HCM.,1
"Theo quy hoạch, toàn tuyến trên cao số 5 của TP HCM dài 34 km, điểm đầu từ nút giao Trạm 2 trên xa lộ Hà Nội đến nút giao An Lạc (quận Bình Tân).",Điểm đầu từ nút giao Trạm 2 đến nút giao An Lạc dài hơn 3 vạn mét.,0
"Man Utd hoàn thành mục tiêu vào top 4 mùa này sau chiến thắng trước Aston Villa, nhờ West Ham để thua Everton.",Hành trình có thể đến với Top 4 rất cam go đối với các đội đấu vì có Man Utd.,1
"""Thật vui khi được đối đầu với Ronaldo.",Ronaldo luôn cười khi đá banh.,1
"Dina Al Sabban, chủ nhà hàng, chia sẻ thực khách có thể tận hưởng ẩm thực, kết hợp tham quan bảo tàng sau bữa ăn.",Thực khách được trải nghiệm phong cách buffet độc đáo như được trở về thời xa xưa.,1
"Đây là bàn thứ 16 của Greenwood, và nhờ đó, lập kỷ lục cầu thủ dưới 20 tuổi ghi nhiều bàn nhất cho Man Utd tại Ngoại hạng Anh.","Greenwood lập thêm nhiều kỷ lục nữa, khi ngoài tuổi 20.",1
"Trong cuộc phỏng vấn với nhà báo Kara Swisher của New York Times hôm 5/4, CEO Apple Tim Cook đã chia sẻ hàng loạt vấn đề về Facebook, Tesla, Elon Musk cũng như các dự án về kính AR.",Trụ sở báo New York Times có 1 nhân viên đang làm việc tên là Kara Swisher.,0
"Cục Khoa học Đào tạo và Công nghệ, Bộ Y tế, sẽ điều phối, tập huấn lực lượng này để đến Bắc Giang thay thế cho lực lượng hiện tại.",Một trong những nhiệm vụ của Bộ Y tế là điều phối lực lượng tại Bắc Giang.,0
"Từ 26/4, độc giả có thể tham gia bình chọn cho 50 gương mặt trẻ - những người đứng đầu về công nghệ trong các công ty.",Trước 4 ngày của cuối tháng sẽ bình chọn cho 50 gương mặt trẻ đứng đầu về công nghệ trong các công ty.,1
Căn hộ là tổ ấm của một ông bố và con gái tám tuổi.,Đứa trẻ mồ côi bố sống trong căn hộ là tổ ấm trước kia của hai bố con,2
"Sau khi Phùng Thiệu Phong - Triệu Lệ Dĩnh công bố ly hôn hôm 23/4, Hàn Diệp bị nhiều blogger tung tin là nhân tình của nam diễn viên.",Nhiều người đồn Hàn Diệp là tiểu tam của Phùng Thiệu Phong.,0
"""Điểm chính của du lịch cởi mở là cung cấp cho du khách một loại hình du lịch an toàn, hợp lý, với sự bất tiện tối thiểu.","Ý nghĩa của ""cởi mở"" là làm cho du khách cảm thấy an toàn, hài lòng và thoải mái nhất có thể.",0
"Hàng chục nghìn căn nhà với giá trị khoảng 19,3 tỷ USD có thể được người Hong Kong bán ra trong năm nay để di cư sang Anh.",Số lượng nhà được rao bán qua hãng giao dịch bất động sản lớn nhất Hong Kong tăng nhiều so với năm ngoái.,1
"Man City lên ngôi do Man Utd, đội đứng thứ hai với 10 điểm ít hơn, buông súng trong cuộc đua vô địch.",Man City là đội đứng thứ hai trong cuộc đua vô địch.,2
Huawei lần đầu hợp tác với Leica từ mẫu Huawei P9 ra mắt năm 2016.,Huewei sau khi kí hợp đồng thì bắt đầu hợp tác lần đầu với Leica với mẫu Huawei P9.,0
"Ban lãnh đạo Petrolimex cho biết, cùng kỳ năm ngoái, giá dầu có lúc rơi xuống 20,48 USD một thùng nên công ty phải trích lập giảm giá hàng tồn kho dẫn đến lỗ hơn 1.700 tỷ đồng.",Giá dầu cùng kỳ năm ngoái đã tụt giảm đến nước petrolimex lỗ hàng ngàn tỷ đồng.,0
"Mùa này, họ vô địch sớm ba vòng khi mới giành 80 điểm.",Họ vô địch vì xứng đáng.,1
"Các ca xuất viện gồm 3211, 3262, 3268, 3660, đều là nữ, kết quả xét nghiệm âm tính 4 lần, tỉnh táo, không sốt, không ho, phổi hai bên thông khí tốt.",Sức khỏe của các bệnh nhận trước khi được cho xuất viện vài ngày là rất khỏe.,0
"Các môn đã có đề tham khảo gồm Toán, Ngữ văn, Hoá học, Vật lý, Sinh học, Ngữ văn, Địa lý và Lịch sử.","Đã có đề chính thức các môn Toán, Ngữ văn, Hóa học, Vật lý, Sinh học, Địa lý, Lịch sử.",2
"Lò Thị Hoa ngồi sụp xuống ghế, khóc lớn, quay xuống nhìn người thân khi biết bị phạt tử hình do vận chuyển gần một kg ma tuý từ Sơn La về Hà Nội.",Lò Thị Hoa chính thức được kết trọng tội vì đã tham gia vào đường dây buôn bán chất cấm.,0
"Sau hơn một năm ảnh hưởng bởi Covid-19, Việt Nam đang xây dựng hình ảnh quốc gia an toàn, trong đó ngành du lịch cũng có bước tiến triển, xu hướng du lịch của khách Việt có sự thay đổi.",Dịch bệnh tại Việt Nam đã kéo dài trong nhiều tháng.,0
"Sau khi ghi nhận ca bệnh, Trung tâm Kiểm soát Bệnh tật TP HCM (HCDC) đã điều tra, truy vết, khoanh vùng các trường hợp tiếp xúc.",Các trường hợp tiếp xúc đều được Trung tâm Kiểm soát Bệnh tật TP HCM truy vết.,1
"Bộ trưởng Tài chính Hồ Đức Phớc cho biết, đến hết tháng 1/2021, dự toán kinh phí ngân sách trung ương năm 2020 vẫn còn 64.760 tỷ đồng chưa sử dụng (không gồm các khoản đã được chuyển nguồn sang năm 2021).",Còn một số tiền khổng lồ chưa được sử dụng cho mục đích quốc gia.,0
Freckles là tôm hùm calico với lớp vỏ màu xanh tím than phủ đầy đốm màu cam.,"Freckles có phần vỏ màu giống như màu của đại dương, kết hợp màu tím.",0
"Ngày 14/3, Đại học Quốc gia Hà Nội công bố đề tham khảo kỳ thi đánh giá năng lực học sinh THPT năm 2021.","Gần cuối quý một, trường Đại học Quốc gia Thủ đô có thông báo mới.",0
"Phó chủ tịch Hoà Phát Trần Tuấn Dương đăng ký bán 12 triệu cổ phiếu HPG, ba người con của ông đăng ký mua vào đúng bằng số này.",Ông Dương một lần bán cả tá triệu cổ phiểu.,0
"Cũng theo AppsFlyer, người dùng iPhone sử dụng các ứng dụng phổ biến và có mức độ quan tâm cao có tỷ lệ chấp nhận quảng cáo nhiều hơn, khoảng 40%.",Tỷ lệ chấp nhận quảng cáo của các ứng dụng có độ phổ biến thấp ít hơn rất nhiều so với các ứng dụng phổ biến và có mức độ quan tâm cao.,1
"Phó giám đốc Sở Giao thông Vận tải Phan Công Bằng cho biết, quốc lộ 1 đoạn từ Trạm 2 đến ngã tư An Sương là tuyến huyết mạch nối từ đông sang tây thành phố, mật độ xe đông nên thường ùn tắc.","Do ông Phan Công Bằng là Phó giám đốc Sở Giao thông Vận tải nên quốc lộ 1 đoạn từ Trạm 2 đến ngã tư An Sương là tuyến huyết mạch nối từ đông sang tây thành phố, mật độ xe đông nên thường ùn tắc.",2
Ta có AE=EB=(1/2)AB=(1/2)CD nên S(CAE)=(1/2)S(CAB)=(1/2)S(ACD),ABCD là hình vuông.,1
"Điều tra viên cho biết, Đông còn gửi ""ảnh nóng"" để ép nạn nhân làm theo yêu cầu.",Đông là người vô tội.,2
Tesla là công ty đầu tiên bỏ ra hàng tỷ USD để mua Bitcoin.,Tesla đi tiên phong trong việc chi hàng tỷ USD để mua Bitcoin.,0
Caron cho biết mình không nhớ từng thuê cuộn băng này.,Cuộn băng thuê đã cho Caron nhiều điều không đáng nhớ.,2
"WHO cho hay một số quốc gia châu Phi đã đi đầu trong triển khai vaccine, nhưng không nêu tên cụ thể.",Một số nước châu Phi đã đẩy nhanh tốc độ tiêm chủng cho người dân.,0
Đang làm công nhân ở Bình Dương và chưa từng đi máy bay bao giờ nhưng anh Hải quyết định nhờ một người bạn chở ra sân bay Tân Sơn Nhất (TP HCM) mua vé về quê.,Anh Hải muốn về quê chậm rãi nhất.,1
"Ở ngay gần đó, trung vệ Gerard Pique cảnh báo Suarez: ""Này, anh béo.",Suarez bị suy dinh dưỡng.,2
"Tìm hiểu về tự nhiên và vũ trụ: thông qua lớp học về khoa học tự nhiên và thám hiểm đại dương, học sinh sẽ tích lũy kiến thức về đa dạng sinh học, vòng tuần hoàn tự nhiên, chuỗi thức ăn và vẻ đẹp của thiên nhiên.",Lớp học sẽ giúp học sinh thám hiểm về vũ trụ.,1
